index;type;minority_decision;majority_decision
427;RARE;10=>1;10=>2
428;RARE;10=>1;10=>2
429;SAFE;10=>1;10=>2
174;BORDERLINE;10=>1;10=>2
175;RARE;10=>1;10=>2
180;RARE;10=>1;10=>2
181;OUTLIER;10=>1;10=>2
437;BORDERLINE;10=>1;10=>2
182;RARE;10=>1;10=>2
440;BORDERLINE;10=>1;10=>2
185;RARE;10=>1;10=>2
441;BORDERLINE;10=>1;10=>2
188;OUTLIER;10=>1;10=>2
189;BORDERLINE;10=>1;10=>2
191;BORDERLINE;10=>1;10=>2
448;RARE;10=>1;10=>2
193;BORDERLINE;10=>1;10=>2
199;SAFE;10=>1;10=>2
200;BORDERLINE;10=>1;10=>2
201;RARE;10=>1;10=>2
202;BORDERLINE;10=>1;10=>2
203;RARE;10=>1;10=>2
204;OUTLIER;10=>1;10=>2
205;OUTLIER;10=>1;10=>2
206;RARE;10=>1;10=>2
464;BORDERLINE;10=>1;10=>2
465;BORDERLINE;10=>1;10=>2
466;RARE;10=>1;10=>2
467;BORDERLINE;10=>1;10=>2
468;RARE;10=>1;10=>2
213;RARE;10=>1;10=>2
469;BORDERLINE;10=>1;10=>2
214;OUTLIER;10=>1;10=>2
470;BORDERLINE;10=>1;10=>2
471;RARE;10=>1;10=>2
472;OUTLIER;10=>1;10=>2
476;OUTLIER;10=>1;10=>2
221;BORDERLINE;10=>1;10=>2
226;RARE;10=>1;10=>2
483;OUTLIER;10=>1;10=>2
489;BORDERLINE;10=>1;10=>2
490;OUTLIER;10=>1;10=>2
491;OUTLIER;10=>1;10=>2
492;BORDERLINE;10=>1;10=>2
237;BORDERLINE;10=>1;10=>2
493;OUTLIER;10=>1;10=>2
494;BORDERLINE;10=>1;10=>2
495;OUTLIER;10=>1;10=>2
496;BORDERLINE;10=>1;10=>2
241;RARE;10=>1;10=>2
251;BORDERLINE;10=>1;10=>2
252;RARE;10=>1;10=>2
253;BORDERLINE;10=>1;10=>2
254;RARE;10=>1;10=>2
